coa_combination_id,coa_id,field1,field2,field3,field4,field5,field6,field7,field8,combination,description,ac_type,ef_id,status,rev_enabled_cb,rev_number,effective_start_date,effective_end_date
,1,101,103,0000,390000,3100,101,,,501-502-0000-390000-3100-501,,E,,,,,,
,1,101,103,0000,401000,3000,101,,,501-502-0000-401000-3000-501,,R,,,,,,
,1,101,103,0000,401100,1000,101,,,501-502-0000-401100-1000-501,,R,,,,,,
,1,101,103,0000,401100,2000,101,,,501-502-0000-401100-2000-501,,R,,,,,,
,1,101,103,0000,401100,3000,101,,,501-502-0000-401100-3000-501,,R,,,,,,
,1,101,103,0000,401100,3100,101,,,501-502-0000-401100-3100-501,,R,,,,,,
,1,101,103,0000,401100,3200,101,,,501-502-0000-401100-3200-501,,R,,,,,,
,1,101,103,0000,401100,3102,101,,,501-502-0000-401100-3102-501,,R,,,,,,
,1,101,103,0000,401100,3103,101,,,501-502-0000-401100-3103-501,,R,,,,,,
,1,101,103,0000,401350,3100,906,,,501-502-0000-401350-3100-906,,R,,,,,,
,1,101,103,0000,401350,3100,101,,,501-502-0000-401350-3100-501,,R,,,,,,
,1,101,103,0000,401400,3100,101,,,501-502-0000-401400-3100-501,,R,,,,,,
,1,101,103,0000,401400,3101,906,,,501-502-0000-401400-3101-906,,R,,,,,,
,1,101,103,0000,401400,3100,904,,,501-502-0000-401400-3100-904,,R,,,,,,
,1,101,103,0000,401400,3100,502,,,501-502-0000-401400-3100-502,,R,,,,,,
,1,101,103,0000,401400,3100,503,,,501-502-0000-401400-3100-503,,R,,,,,,
,1,101,103,0000,401400,3100,906,,,501-502-0000-401400-3100-906,,R,,,,,,
,1,101,103,0000,439000,3100,101,,,501-502-0000-439000-3100-501,,R,,,,,,
,1,101,103,0000,440000,3100,101,,,501-502-0000-440000-3100-501,,R,,,,,,
,1,101,103,0000,441000,3100,101,,,501-502-0000-441000-3100-501,,R,,,,,,
,1,101,103,0000,442000,3100,101,,,501-502-0000-442000-3100-501,,R,,,,,,
,1,101,103,0000,443000,3100,101,,,501-502-0000-443000-3100-501,,R,,,,,,
,1,101,103,0000,450000,3100,101,,,501-502-0000-450000-3100-501,,R,,,,,,
,1,101,103,0000,460000,3100,101,,,501-502-0000-460000-3100-501,,R,,,,,,
,1,101,103,0000,460100,3100,101,,,501-502-0000-460100-3100-501,,R,,,,,,
,1,101,103,0000,460200,3100,101,,,501-502-0000-460200-3100-501,,R,,,,,,
,1,101,103,0000,460300,3100,101,,,501-502-0000-460300-3100-501,,R,,,,,,
,1,101,103,0000,460400,3100,101,,,501-502-0000-460400-3100-501,,R,,,,,,
,1,101,103,0000,460500,3100,101,,,501-502-0000-460500-3100-501,,R,,,,,,
,1,101,103,0000,460600,3100,101,,,501-502-0000-460600-3100-501,,R,,,,,,
,1,101,103,0000,460700,3100,101,,,501-502-0000-460700-3100-501,,R,,,,,,
,1,101,103,0000,460800,3100,101,,,501-502-0000-460800-3100-501,,R,,,,,,
,1,101,103,0000,460900,3100,101,,,501-502-0000-460900-3100-501,,R,,,,,,
,1,101,103,0000,461800,3100,101,,,501-502-0000-461800-3100-501,,R,,,,,,
,1,101,103,0000,461900,3100,101,,,501-502-0000-461900-3100-501,,R,,,,,,
,1,101,103,0000,462000,3100,101,,,501-502-0000-462000-3100-501,,R,,,,,,
,1,101,103,0000,462100,3100,101,,,501-502-0000-462100-3100-501,,R,,,,,,
,1,101,103,0000,462200,3100,101,,,501-502-0000-462200-3100-501,,R,,,,,,
,1,101,103,0000,462300,3100,101,,,501-502-0000-462300-3100-501,,R,,,,,,
,1,101,103,0000,462400,3100,101,,,501-502-0000-462400-3100-501,,R,,,,,,
,1,101,103,0000,462500,3100,101,,,501-502-0000-462500-3100-501,,R,,,,,,
,1,101,103,0000,462600,3100,101,,,501-502-0000-462600-3100-501,,R,,,,,,
,1,101,103,0000,462700,3100,101,,,501-502-0000-462700-3100-501,,R,,,,,,
,1,101,103,0000,462800,3100,101,,,501-502-0000-462800-3100-501,,R,,,,,,
,1,101,103,0000,462900,3100,101,,,501-502-0000-462900-3100-501,,R,,,,,,
,1,101,103,0000,463000,3100,101,,,501-502-0000-463000-3100-501,,R,,,,,,
,1,101,103,0000,463100,3100,101,,,501-502-0000-463100-3100-501,,R,,,,,,
,1,101,103,0000,463200,3100,101,,,501-502-0000-463200-3100-501,,R,,,,,,
,1,101,103,0000,463300,3100,101,,,501-502-0000-463300-3100-501,,R,,,,,,
,1,101,103,0000,463400,3100,101,,,501-502-0000-463400-3100-501,,R,,,,,,
,1,101,103,9000,517000,3100,101,,,501-502-9000-517000-3100-501,,X,,,,,,
,1,101,103,9000,518000,3100,101,,,501-502-9000-518000-3100-501,,X,,,,,,
,1,101,103,9000,520000,3100,101,,,501-502-9000-520000-3100-501,,X,,,,,,
,1,101,103,9000,521000,3100,101,,,501-502-9000-521000-3100-501,,X,,,,,,
,1,101,103,9000,522000,3100,101,,,501-502-9000-522000-3100-501,,X,,,,,,
,1,101,103,9000,523000,3100,101,,,501-502-9000-523000-3100-501,,X,,,,,,
,1,101,103,9000,524000,3100,101,,,501-502-9000-524000-3100-501,,X,,,,,,
,1,101,103,9000,530000,3100,101,,,501-502-9000-530000-3100-501,,X,,,,,,
,1,101,103,9000,531000,3100,101,,,501-502-9000-531000-3100-501,,X,,,,,,
,1,101,103,9000,532000,3100,101,,,501-502-9000-532000-3100-501,,X,,,,,,
,1,101,103,9000,533000,3100,101,,,501-502-9000-533000-3100-501,,X,,,,,,
,1,101,103,9000,545000,3100,101,,,501-502-9000-545000-3100-501,,X,,,,,,
,1,101,103,9000,600000,3100,101,,,501-502-9000-600000-3100-501,,X,,,,,,
,1,101,103,0000,600020,3100,101,,,501-502-0000-600020-3100-501,,X,,,,,,
,1,101,103,9000,610000,3100,101,,,501-502-9000-610000-3100-501,,X,,,,,,
,1,101,103,9000,611000,3100,101,,,501-502-9000-611000-3100-501,,X,,,,,,
,1,101,103,9000,612000,3100,101,,,501-502-9000-612000-3100-501,,X,,,,,,
,1,101,103,9000,613000,3100,101,,,501-502-9000-613000-3100-501,,X,,,,,,
,1,101,103,9000,615000,3100,101,,,501-502-9000-615000-3100-501,,X,,,,,,
,1,101,103,9000,621000,3100,101,,,501-502-9000-621000-3100-501,,X,,,,,,
,1,101,103,9000,622000,3100,101,,,501-502-9000-622000-3100-501,,X,,,,,,
,1,101,103,9000,623000,3100,101,,,501-502-9000-623000-3100-501,,X,,,,,,
,1,101,103,9000,624000,3100,101,,,501-502-9000-624000-3100-501,,X,,,,,,
,1,101,103,9000,625000,3100,101,,,501-502-9000-625000-3100-501,,X,,,,,,
,1,101,103,9000,626000,3100,101,,,501-502-9000-626000-3100-501,,X,,,,,,
,1,101,103,9000,629100,3100,101,,,501-502-9000-629100-3100-501,,X,,,,,,
,1,101,103,9000,629200,3100,101,,,501-502-9000-629200-3100-501,,X,,,,,,
,1,101,103,9000,629300,3100,101,,,501-502-9000-629300-3100-501,,X,,,,,,
,1,101,103,9000,630000,3100,101,,,501-502-9000-630000-3100-501,,X,,,,,,
,1,101,103,9000,631000,3100,101,,,501-502-9000-631000-3100-501,,X,,,,,,
,1,101,103,9000,640000,3100,101,,,501-502-9000-640000-3100-501,,X,,,,,,
,1,101,103,9000,650000,3100,101,,,501-502-9000-650000-3100-501,,X,,,,,,
,1,101,103,9000,660000,3100,101,,,501-502-9000-660000-3100-501,,X,,,,,,
,1,101,103,9000,661000,3100,101,,,501-502-9000-661000-3100-501,,X,,,,,,
,1,101,103,9000,670000,3100,101,,,501-502-9000-670000-3100-501,,X,,,,,,
,1,101,103,9000,671000,3100,101,,,501-502-9000-671000-3100-501,,X,,,,,,
,1,101,103,9000,680000,3100,101,,,501-502-9000-680000-3100-501,,X,,,,,,
,1,101,103,9000,681000,3100,101,,,501-502-9000-681000-3100-501,,X,,,,,,
,1,101,103,9000,682000,3100,101,,,501-502-9000-682000-3100-501,,X,,,,,,
,1,101,103,9000,690000,3100,101,,,501-502-9000-690000-3100-501,,X,,,,,,
,1,101,103,9000,701000,3100,101,,,501-502-9000-701000-3100-501,,X,,,,,,
,1,101,103,9000,702000,3100,101,,,501-502-9000-702000-3100-501,,X,,,,,,
